%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.altitude,field.utm_easting,field.utm_northing,field.fix_quality,field.time,field.zone,field.letter
1582918397296557735,216,0,,42.3372802734,-71.0865631104,-4.26800012589,328107.59375,4689334.0,5.0,193317.203125,19,T
1582918397494158398,217,0,,42.3372840881,-71.0865631104,-4.23999977112,328107.78125,4689334.0,5.0,193317.40625,19,T
1582918397693635302,218,0,,42.3372840881,-71.0865631104,-4.25400018692,328107.96875,4689334.0,5.0,193317.59375,19,T
1582918397890233339,219,0,,42.3372840881,-71.086555481,-4.14499998093,328108.15625,4689334.0,5.0,193317.796875,19,T
1582918398101891009,220,0,,42.3372879028,-71.086555481,-4.13199996948,328108.3125,4689334.5,5.0,193318.0,19,T
1582918398289146550,221,0,,42.3372879028,-71.086555481,-4.13899993896,328108.46875,4689334.5,5.0,193318.203125,19,T
1582918398490426350,222,0,,42.3372879028,-71.086555481,-4.11999988556,328108.65625,4689334.5,5.0,193318.40625,19,T
1582918398692534122,223,0,,42.3372917175,-71.0865478516,-4.12400007248,328108.8125,4689335.0,5.0,193318.59375,19,T
1582918399021709247,224,0,,42.3372917175,-71.0865478516,-4.11499977112,328109.0,4689335.0,5.0,193318.796875,19,T
1582918399213229272,225,0,,42.3372917175,-71.0865478516,-4.07700014114,328109.1875,4689335.0,5.0,193319.0,19,T
1582918399415006576,226,0,,42.3372955322,-71.0865478516,-4.10400009155,328109.34375,4689335.0,5.0,193319.203125,19,T
1582918399642858244,227,0,,42.3372955322,-71.0865402222,-4.132999897,328109.5,4689335.5,5.0,193319.40625,19,T
1582918399694354002,228,0,,42.3372993469,-71.0865402222,-4.11000013351,328109.625,4689335.5,5.0,193319.59375,19,T
1582918400048106828,229,0,,42.3372993469,-71.0865402222,-4.08199977875,328109.75,4689335.5,5.0,193319.796875,19,T
1582918400245985545,230,0,,42.3372993469,-71.0865402222,-4.07899999619,328109.9375,4689335.5,5.0,193320.0,19,T
1582918400298356606,231,0,,42.3372993469,-71.0865325928,-4.05399990082,328110.09375,4689336.0,5.0,193320.203125,19,T
1582918400645434167,232,0,,42.3373031616,-71.0865325928,-4.10099983215,328110.21875,4689336.0,5.0,193320.40625,19,T
1582918400839915896,233,0,,42.3373031616,-71.0865325928,-4.09700012207,328110.28125,4689336.0,5.0,193320.59375,19,T
1582918401032621669,234,0,,42.3373031616,-71.0865325928,-4.07800006866,328110.40625,4689336.0,5.0,193320.796875,19,T
1582918401091170140,235,0,,42.3373031616,-71.0865325928,-4.0640001297,328110.5,4689336.5,5.0,193321.0,19,T
1582918401291729981,236,0,,42.3373069763,-71.0865325928,-4.08699989319,328110.59375,4689336.5,5.0,193321.203125,19,T
1582918401490186420,237,0,,42.3373069763,-71.0865249634,-4.13100004196,328110.65625,4689336.5,5.0,193321.40625,19,T
1582918401689894580,238,0,,42.3373069763,-71.0865249634,-4.09899997711,328110.6875,4689336.5,5.0,193321.59375,19,T
1582918401889590756,239,0,,42.337310791,-71.0865249634,-4.09999990463,328110.6875,4689337.0,5.0,193321.796875,19,T
1582918402100067203,240,0,,42.337310791,-71.0865325928,-4.11499977112,328110.65625,4689337.0,5.0,193322.0,19,T
1582918402289672376,241,0,,42.337310791,-71.0865325928,-4.07000017166,328110.625,4689337.0,5.0,193322.203125,19,T
1582918402647026030,242,0,,42.3373146057,-71.0865325928,-4.07299995422,328110.5625,4689337.0,5.0,193322.40625,19,T
1582918402832529815,243,0,,42.3373146057,-71.0865325928,-4.08599996567,328110.53125,4689337.5,5.0,193322.59375,19,T
1582918402892146566,244,0,,42.3373146057,-71.0865325928,-4.10799980164,328110.46875,4689337.5,5.0,193322.796875,19,T
1582918403089930734,245,0,,42.3373146057,-71.0865325928,-4.04799985886,328110.34375,4689337.5,5.0,193323.0,19,T
1582918403291455700,246,0,,42.3373184204,-71.0865325928,-4.04099988937,328110.28125,4689337.5,5.0,193323.203125,19,T
1582918403490600580,247,0,,42.3373184204,-71.0865325928,-3.98399996758,328110.15625,4689338.0,5.0,193323.40625,19,T
1582918403692501694,248,0,,42.3373184204,-71.0865325928,-3.9470000267,328110.0625,4689338.0,5.0,193323.59375,19,T
1582918403892569529,249,0,,42.3373222351,-71.0865402222,-3.94099998474,328110.0,4689338.0,5.0,193323.796875,19,T
1582918404094210379,250,0,,42.3373222351,-71.0865402222,-3.93499994278,328109.875,4689338.5,5.0,193324.0,19,T
1582918404296113912,251,0,,42.3373260498,-71.0865402222,-3.94400000572,328109.78125,4689338.5,5.0,193324.203125,19,T
1582918404496241613,252,0,,42.3373260498,-71.0865402222,-3.87299990654,328109.65625,4689338.5,5.0,193324.40625,19,T
1582918404694294742,253,0,,42.3373260498,-71.0865402222,-3.92600011826,328109.5625,4689339.0,5.0,193324.59375,19,T
1582918404891985077,254,0,,42.3373298645,-71.0865402222,-3.92600011826,328109.5,4689339.0,5.0,193324.796875,19,T
1582918405091975961,255,0,,42.3373298645,-71.0865478516,-3.875,328109.375,4689339.0,5.0,193325.0,19,T
1582918405297190588,256,0,,42.3373336792,-71.0865478516,-3.83899998665,328109.21875,4689339.5,5.0,193325.203125,19,T
1582918405514728276,257,0,,42.3373336792,-71.0865478516,-3.8259999752,328109.09375,4689339.5,5.0,193325.40625,19,T
1582918405693227029,258,0,,42.3373336792,-71.0865478516,-3.83200001717,328108.96875,4689339.5,5.0,193325.59375,19,T
1582918405891355700,259,0,,42.3373374939,-71.0865478516,-3.78099989891,328108.84375,4689340.0,5.0,193325.796875,19,T
1582918406091696588,260,0,,42.3373374939,-71.086555481,-3.78500008583,328108.6875,4689340.0,5.0,193326.0,19,T
1582918406292243007,261,0,,42.3373413086,-71.086555481,-3.78200006485,328108.5625,4689340.5,5.0,193326.203125,19,T
1582918406492786905,262,0,,42.3373413086,-71.086555481,-3.76999998093,328108.4375,4689340.5,5.0,193326.40625,19,T
1582918406693079479,263,0,,42.3373413086,-71.086555481,-3.68600010872,328108.28125,4689340.5,5.0,193326.59375,19,T
1582918406895063980,264,0,,42.3373451233,-71.0865631104,-3.86500000954,328108.21875,4689341.0,5.0,193326.796875,19,T
1582918407093355804,265,0,,42.3373451233,-71.0865631104,-3.77099990845,328108.09375,4689341.0,5.0,193327.0,19,T
1582918407291192552,266,0,,42.337348938,-71.0865631104,-3.69600009918,328107.96875,4689341.0,5.0,193327.203125,19,T
1582918407487760710,267,0,,42.337348938,-71.0865631104,-3.77500009537,328107.78125,4689341.5,5.0,193327.40625,19,T
1582918407698154110,268,0,,42.337348938,-71.0865631104,-3.76200008392,328107.6875,4689341.5,5.0,193327.59375,19,T
1582918407894899192,269,0,,42.3373527527,-71.0865707397,-3.74499988556,328107.53125,4689341.5,5.0,193327.796875,19,T
1582918408097507505,270,0,,42.3373527527,-71.0865707397,-3.77099990845,328107.40625,4689342.0,5.0,193328.0,19,T
1582918408288861306,271,0,,42.3373565674,-71.0865707397,-3.78699994087,328107.28125,4689342.0,5.0,193328.203125,19,T
1582918408484630794,272,0,,42.3373565674,-71.0865707397,-3.7460000515,328107.125,4689342.0,5.0,193328.40625,19,T
1582918408693676690,273,0,,42.3373603821,-71.0865783691,-3.757999897,328107.0,4689342.5,5.0,193328.59375,19,T
1582918408891409166,274,0,,42.3373603821,-71.0865783691,-3.75300002098,328106.875,4689342.5,5.0,193328.796875,19,T
1582918409087548496,275,0,,42.3373603821,-71.0865783691,-3.75500011444,328106.71875,4689342.5,5.0,193329.0,19,T
1582918409287858585,276,0,,42.3373641968,-71.0865783691,-3.80100011826,328106.5625,4689343.0,5.0,193329.203125,19,T
1582918409496269349,277,0,,42.3373641968,-71.0865783691,-3.6970000267,328106.40625,4689343.0,5.0,193329.40625,19,T
1582918409696949525,278,0,,42.3373680115,-71.0865859985,-3.77699995041,328106.25,4689343.5,5.0,193329.59375,19,T
1582918409894396240,279,0,,42.3373680115,-71.0865859985,-3.79299998283,328106.09375,4689343.5,5.0,193329.796875,19,T
1582918410097307964,280,0,,42.3373680115,-71.0865859985,-3.68700003624,328105.9375,4689343.5,5.0,193330.0,19,T
1582918410285997698,281,0,,42.3373718262,-71.0865936279,-3.79699993134,328105.78125,4689344.0,5.0,193330.203125,19,T
1582918410494611567,282,0,,42.3373718262,-71.0865936279,-3.6740000248,328105.65625,4689344.0,5.0,193330.40625,19,T
1582918410693648939,283,0,,42.3373756409,-71.0865936279,-3.72000002861,328105.5,4689344.0,5.0,193330.59375,19,T
1582918410892689522,284,0,,42.3373756409,-71.0865936279,-3.71600008011,328105.34375,4689344.5,5.0,193330.796875,19,T
1582918411095409271,285,0,,42.3373756409,-71.0865936279,-3.67899990082,328105.1875,4689344.5,5.0,193331.0,19,T
1582918411285914564,286,0,,42.3373794556,-71.0866012573,-3.61599993706,328105.03125,4689344.5,5.0,193331.203125,19,T
1582918411485072518,287,0,,42.3373794556,-71.0866012573,-3.72199988365,328104.84375,4689345.0,5.0,193331.40625,19,T
1582918411695050016,288,0,,42.3373832703,-71.0866012573,-3.67700004578,328104.75,4689345.0,5.0,193331.59375,19,T
1582918411898443944,289,0,,42.3373832703,-71.0866012573,-3.67000007629,328104.5625,4689345.0,5.0,193331.796875,19,T
1582918412091293686,290,0,,42.3373832703,-71.0866088867,-3.65300011635,328104.40625,4689345.5,5.0,193332.0,19,T
1582918412289592352,291,0,,42.337387085,-71.0866088867,-3.58800005913,328104.25,4689345.5,5.0,193332.203125,19,T
1582918412485399221,292,0,,42.337387085,-71.0866088867,-3.64800000191,328104.09375,4689345.5,5.0,193332.40625,19,T
1582918412696769451,293,0,,42.3373908997,-71.0866088867,-3.6740000248,328103.96875,4689346.0,5.0,193332.59375,19,T
1582918412894884076,294,0,,42.3373908997,-71.0866165161,-3.67300009727,328103.84375,4689346.0,5.0,193332.796875,19,T
1582918413096798819,295,0,,42.3373908997,-71.0866165161,-3.62599992752,328103.65625,4689346.0,5.0,193333.0,19,T
1582918413283630130,296,0,,42.3373947144,-71.0866165161,-3.66400003433,328103.5,4689346.5,5.0,193333.203125,19,T
1582918413503010034,297,0,,42.3373947144,-71.0866165161,-3.68700003624,328103.375,4689346.5,5.0,193333.40625,19,T
1582918413695191975,298,0,,42.3373985291,-71.0866241455,-3.63000011444,328103.21875,4689346.5,5.0,193333.59375,19,T
1582918413891574731,299,0,,42.3373985291,-71.0866241455,-3.7460000515,328103.09375,4689347.0,5.0,193333.796875,19,T
1582918414089165914,300,0,,42.3373985291,-71.0866241455,-3.67499995232,328103.0,4689347.0,5.0,193334.0,19,T
1582918414289823176,301,0,,42.3374023438,-71.0866241455,-3.64100003242,328102.84375,4689347.0,5.0,193334.203125,19,T
1582918414486962706,302,0,,42.3374023438,-71.0866317749,-3.84999990463,328102.75,4689347.5,5.0,193334.40625,19,T
1582918414688048212,303,0,,42.3374023438,-71.0866317749,-3.84400010109,328102.59375,4689347.5,5.0,193334.59375,19,T
1582918414898578429,304,0,,42.3374061584,-71.0866317749,-3.79800009727,328102.46875,4689347.5,5.0,193334.796875,19,T
1582918415085723987,305,0,,42.3374061584,-71.0866317749,-3.71000003815,328102.34375,4689348.0,5.0,193335.0,19,T
1582918415298774344,306,0,,42.3374099731,-71.0866317749,-3.80200004578,328102.21875,4689348.0,5.0,193335.203125,19,T
1582918415494970611,307,0,,42.3374099731,-71.0866394043,-3.79600000381,328102.0625,4689348.0,5.0,193335.40625,19,T
1582918415826522516,308,0,,42.3374099731,-71.0866394043,-3.70700001717,328101.90625,4689348.5,5.0,193335.59375,19,T
1582918415894551974,309,0,,42.3374137878,-71.0866394043,-3.70199990273,328101.75,4689348.5,5.0,193335.796875,19,T
1582918416087630806,310,0,,42.3374137878,-71.0866394043,-3.72199988365,328101.65625,4689348.5,5.0,193336.0,19,T
1582918416292502111,311,0,,42.3374176025,-71.0866470337,-3.75999999046,328101.5,4689349.0,5.0,193336.203125,19,T
1582918416487665038,312,0,,42.3374176025,-71.0866470337,-3.71600008011,328101.3125,4689349.0,5.0,193336.40625,19,T
1582918416690846913,313,0,,42.3374176025,-71.0866470337,-3.78900003433,328101.1875,4689349.0,5.0,193336.59375,19,T
1582918417008416615,314,0,,42.3374176025,-71.0866470337,-3.74499988556,328101.0625,4689349.0,5.0,193336.796875,19,T
1582918417091368079,315,0,,42.3374214172,-71.0866470337,-3.73799991608,328100.9375,4689349.5,5.0,193337.0,19,T
1582918417298042660,316,0,,42.3374214172,-71.0866546631,-3.79500007629,328100.78125,4689349.5,5.0,193337.203125,19,T
1582918417483326633,317,0,,42.3374214172,-71.0866546631,-3.76900005341,328100.65625,4689349.5,5.0,193337.40625,19,T
1582918417689994078,318,0,,42.3374214172,-71.0866546631,-3.90000009537,328100.5,4689349.5,5.0,193337.59375,19,T
1582918417885613261,319,0,,42.3374214172,-71.0866546631,-3.83800005913,328100.3125,4689349.5,5.0,193337.796875,19,T
1582918418079440986,320,0,,42.3374214172,-71.0866622925,-3.79999995232,328100.15625,4689349.5,5.0,193338.0,19,T
1582918418285210689,321,0,,42.3374214172,-71.0866622925,-3.70499992371,328100.0,4689349.5,5.0,193338.203125,19,T
1582918418483142308,322,0,,42.3374214172,-71.0866622925,-3.75900006294,328099.8125,4689349.5,5.0,193338.40625,19,T
1582918418690712729,323,0,,42.3374176025,-71.0866622925,-3.79999995232,328099.65625,4689349.5,5.0,193338.59375,19,T
1582918418886738699,324,0,,42.3374176025,-71.0866699219,-3.84999990463,328099.53125,4689349.5,5.0,193338.796875,19,T
1582918419090994295,325,0,,42.3374176025,-71.0866699219,-3.86899995804,328099.375,4689349.0,5.0,193339.0,19,T
1582918419283696971,326,0,,42.3374176025,-71.0866699219,-3.80100011826,328099.25,4689349.0,5.0,193339.203125,19,T
1582918419579030735,327,0,,42.3374176025,-71.0866699219,-3.80900001526,328099.0625,4689349.0,5.0,193339.40625,19,T
1582918419770565845,328,0,,42.3374176025,-71.0866775513,-3.77200007439,328098.90625,4689349.0,5.0,193339.59375,19,T
1582918419987558152,329,0,,42.3374137878,-71.0866775513,-3.75,328098.75,4689349.0,5.0,193339.796875,19,T
1582918420206401159,330,0,,42.3374137878,-71.0866775513,-3.75999999046,328098.5,4689349.0,5.0,193340.0,19,T
1582918420285210102,331,0,,42.3374137878,-71.0866851807,-3.79500007629,328098.3125,4689348.5,5.0,193340.203125,19,T
1582918420598800409,332,0,,42.3374137878,-71.0866851807,-3.78900003433,328098.125,4689348.5,5.0,193340.40625,19,T
1582918420792611172,333,0,,42.3374099731,-71.0866851807,-3.84299993515,328097.9375,4689348.5,5.0,193340.59375,19,T
1582918420892981742,334,0,,42.3374099731,-71.0866928101,-3.86400008202,328097.71875,4689348.5,5.0,193340.796875,19,T
1582918421084562658,335,0,,42.3374099731,-71.0866928101,-3.79200005531,328097.5,4689348.0,5.0,193341.0,19,T
1582918421288296675,336,0,,42.3374061584,-71.0866928101,-3.75999999046,328097.3125,4689348.0,5.0,193341.203125,19,T
1582918421479007767,337,0,,42.3374061584,-71.0866928101,-3.78600001335,328097.125,4689348.0,5.0,193341.40625,19,T
1582918421680203569,338,0,,42.3374061584,-71.0867004395,-3.8029999733,328096.875,4689348.0,5.0,193341.59375,19,T
1582918421883572924,339,0,,42.3374061584,-71.0867004395,-3.80500006676,328096.71875,4689348.0,5.0,193341.796875,19,T
1582918422084584155,340,0,,42.3374023438,-71.0867004395,-3.78800010681,328096.5,4689347.5,5.0,193342.0,19,T
1582918422284092068,341,0,,42.3374023438,-71.0867080688,-3.77500009537,328096.28125,4689347.5,5.0,193342.203125,19,T
1582918422483204369,342,0,,42.3374023438,-71.0867080688,-3.81699991226,328096.125,4689347.5,5.0,193342.40625,19,T
1582918422687442800,343,0,,42.3373985291,-71.0867080688,-3.70700001717,328095.96875,4689347.5,5.0,193342.59375,19,T
1582918422873490907,344,0,,42.3373985291,-71.0867156982,-3.57999992371,328095.78125,4689347.0,5.0,193342.796875,19,T
1582918423073631373,345,0,,42.3373985291,-71.0867156982,-3.72600007057,328095.53125,4689347.0,5.0,193343.0,19,T
1582918423276215706,346,0,,42.3373947144,-71.0867156982,-3.8069999218,328095.3125,4689347.0,5.0,193343.203125,19,T
1582918423473599582,347,0,,42.3373947144,-71.0867233276,-3.85400009155,328095.125,4689346.5,5.0,193343.40625,19,T
1582918423676145706,348,0,,42.3373947144,-71.0867233276,-3.75999999046,328094.9375,4689346.5,5.0,193343.59375,19,T
1582918423884772468,349,0,,42.3373908997,-71.0867233276,-3.81399989128,328094.75,4689346.5,5.0,193343.796875,19,T
1582918424086760092,350,0,,42.3373908997,-71.0867233276,-3.80200004578,328094.5625,4689346.5,5.0,193344.0,19,T
1582918424285356828,351,0,,42.3373908997,-71.086730957,-3.78299999237,328094.40625,4689346.0,5.0,193344.203125,19,T
1582918424594916203,352,0,,42.337387085,-71.086730957,-3.62400007248,328094.21875,4689346.0,5.0,193344.40625,19,T
1582918424684056244,353,0,,42.337387085,-71.086730957,-3.63000011444,328094.03125,4689346.0,5.0,193344.59375,19,T
1582918424881948721,354,0,,42.337387085,-71.0867385864,-3.60400009155,328093.875,4689346.0,5.0,193344.796875,19,T
1582918425081999922,355,0,,42.3373832703,-71.0867385864,-3.53399991989,328093.6875,4689345.5,5.0,193345.0,19,T
1582918425282497546,356,0,,42.3373832703,-71.0867385864,-3.48000001907,328093.53125,4689345.5,5.0,193345.203125,19,T
1582918425483529747,357,0,,42.3373832703,-71.0867385864,-3.5039999485,328093.34375,4689345.5,5.0,193345.40625,19,T
1582918425683591956,358,0,,42.3373832703,-71.0867462158,-3.53999996185,328093.15625,4689345.5,5.0,193345.59375,19,T
1582918425873774976,359,0,,42.3373794556,-71.0867462158,-3.45499992371,328093.0,4689345.0,5.0,193345.796875,19,T
1582918426195067435,360,0,,42.3373794556,-71.0867462158,-3.42499995232,328092.84375,4689345.0,5.0,193346.0,19,T
1582918426286270429,361,0,,42.3373794556,-71.0867462158,-3.48000001907,328092.6875,4689345.0,5.0,193346.203125,19,T
1582918426482430179,362,0,,42.3373756409,-71.0867538452,-3.47300004959,328092.5,4689345.0,5.0,193346.40625,19,T
1582918426686673827,363,0,,42.3373756409,-71.0867538452,-3.50099992752,328092.3125,4689344.5,5.0,193346.59375,19,T
1582918426877011011,364,0,,42.3373756409,-71.0867538452,-3.4279999733,328092.15625,4689344.5,5.0,193346.796875,19,T
1582918427079250374,365,0,,42.3373756409,-71.0867614746,-3.50600004196,328091.96875,4689344.5,5.0,193347.0,19,T
1582918427279781488,366,0,,42.3373718262,-71.0867614746,-3.51399993896,328091.78125,4689344.5,5.0,193347.203125,19,T
1582918427481199814,367,0,,42.3373718262,-71.0867614746,-3.45799994469,328091.5625,4689344.5,5.0,193347.40625,19,T
1582918427684060379,368,0,,42.3373718262,-71.0867614746,-3.54399991035,328091.375,4689344.0,5.0,193347.59375,19,T
1582918427878123124,369,0,,42.3373718262,-71.086769104,-3.54500007629,328091.1875,4689344.0,5.0,193347.796875,19,T
1582918428081209773,370,0,,42.3373680115,-71.086769104,-3.45700001717,328090.96875,4689344.0,5.0,193348.0,19,T
1582918428285669819,371,0,,42.3373680115,-71.086769104,-3.37299990654,328090.75,4689343.5,5.0,193348.203125,19,T
1582918428487851614,372,0,,42.3373680115,-71.0867767334,-3.50600004196,328090.59375,4689343.5,5.0,193348.40625,19,T
1582918428679280880,373,0,,42.3373641968,-71.0867767334,-3.49799990654,328090.375,4689343.5,5.0,193348.59375,19,T
1582918428885095306,374,0,,42.3373641968,-71.0867767334,-3.47399997711,328090.1875,4689343.5,5.0,193348.796875,19,T
1582918429081156759,375,0,,42.3373641968,-71.0867843628,-3.4849998951,328089.96875,4689343.5,5.0,193349.0,19,T
1582918429285848760,376,0,,42.3373603821,-71.0867843628,-3.48200011253,328089.78125,4689343.0,5.0,193349.203125,19,T
1582918429486949718,377,0,,42.3373603821,-71.0867843628,-3.51399993896,328089.59375,4689343.0,5.0,193349.40625,19,T
1582918429680303854,378,0,,42.3373603821,-71.0867919922,-3.49799990654,328089.40625,4689343.0,5.0,193349.59375,19,T
1582918429883866270,379,0,,42.3373565674,-71.0867919922,-3.47300004959,328089.1875,4689342.5,5.0,193349.796875,19,T
1582918430087434725,380,0,,42.3373565674,-71.0867919922,-3.47399997711,328088.96875,4689342.5,5.0,193350.0,19,T
1582918430282626355,381,0,,42.3373565674,-71.0867919922,-3.48699998856,328088.8125,4689342.5,5.0,193350.203125,19,T
1582918430481980213,382,0,,42.3373527527,-71.0867996216,-3.50300002098,328088.625,4689342.0,5.0,193350.40625,19,T
1582918430684608540,383,0,,42.3373527527,-71.0867996216,-3.51999998093,328088.4375,4689342.0,5.0,193350.59375,19,T
1582918430884581766,384,0,,42.337348938,-71.0867996216,-3.62400007248,328088.3125,4689342.0,5.0,193350.796875,19,T
1582918431086231691,385,0,,42.337348938,-71.086807251,-3.53299999237,328088.0625,4689342.0,5.0,193351.0,19,T
1582918431290115478,386,0,,42.337348938,-71.086807251,-3.43799996376,328087.84375,4689341.5,5.0,193351.203125,19,T
1582918431481809125,387,0,,42.3373451233,-71.086807251,-3.50900006294,328087.65625,4689341.5,5.0,193351.40625,19,T
1582918431687424410,388,0,,42.3373451233,-71.0868148804,-3.5569999218,328087.46875,4689341.5,5.0,193351.59375,19,T
1582918431884442775,389,0,,42.3373451233,-71.0868148804,-3.53299999237,328087.28125,4689341.0,5.0,193351.796875,19,T
1582918432086915954,390,0,,42.3373413086,-71.0868148804,-3.5150001049,328087.0625,4689341.0,5.0,193352.0,19,T
1582918432293976427,391,0,,42.3373413086,-71.0868148804,-3.50300002098,328086.875,4689341.0,5.0,193352.203125,19,T
1582918432493102998,392,0,,42.3373413086,-71.0868225098,-3.56599998474,328086.6875,4689341.0,5.0,193352.40625,19,T
1582918432690292742,393,0,,42.3373374939,-71.0868225098,-3.57699990273,328086.46875,4689340.5,5.0,193352.59375,19,T
1582918432885754310,394,0,,42.3373374939,-71.0868225098,-3.58999991417,328086.3125,4689340.5,5.0,193352.796875,19,T
1582918433084656875,395,0,,42.3373336792,-71.0868301392,-3.59400010109,328086.125,4689340.5,5.0,193353.0,19,T
1582918433291952845,396,0,,42.3373336792,-71.0868301392,-3.61400008202,328085.90625,4689340.0,5.0,193353.203125,19,T
1582918433494961884,397,0,,42.3373336792,-71.0868301392,-3.5490000248,328085.71875,4689340.0,5.0,193353.40625,19,T
1582918433691770790,398,0,,42.3373298645,-71.0868377686,-3.58999991417,328085.53125,4689340.0,5.0,193353.59375,19,T
1582918433886407021,399,0,,42.3373298645,-71.0868377686,-3.60700011253,328085.34375,4689339.5,5.0,193353.796875,19,T
1582918434084048551,400,0,,42.3373260498,-71.0868377686,-3.55599999428,328085.1875,4689339.5,5.0,193354.0,19,T
1582918434289659175,401,0,,42.3373260498,-71.0868377686,-3.58899998665,328085.0,4689339.5,5.0,193354.203125,19,T
1582918434493078824,402,0,,42.3373260498,-71.0868453979,-3.56999993324,328084.78125,4689339.0,4.0,193354.40625,19,T
1582918434690795380,403,0,,42.3373222351,-71.0868453979,-3.57500004768,328084.625,4689339.0,4.0,193354.59375,19,T
1582918434887859268,404,0,,42.3373222351,-71.0868453979,-3.59400010109,328084.4375,4689339.0,4.0,193354.796875,19,T
1582918435095483212,405,0,,42.3373184204,-71.0868530273,-3.57100009918,328084.25,4689338.5,4.0,193355.0,19,T
1582918435293696432,406,0,,42.3373184204,-71.0868530273,-3.44899988174,328084.09375,4689338.5,4.0,193355.203125,19,T
1582918435490645081,407,0,,42.3373184204,-71.0868530273,-3.45600008965,328083.90625,4689338.5,4.0,193355.40625,19,T
1582918435697269851,408,0,,42.3373146057,-71.0868530273,-3.41799998283,328083.71875,4689338.0,4.0,193355.59375,19,T
1582918435894314313,409,0,,42.3373146057,-71.0868606567,-3.56299996376,328083.5625,4689338.0,4.0,193355.796875,19,T
1582918436100512243,410,0,,42.3373146057,-71.0868606567,-3.44199991226,328083.34375,4689338.0,4.0,193356.0,19,T
1582918436290853765,411,0,,42.337310791,-71.0868606567,-3.51099991798,328083.1875,4689337.5,4.0,193356.203125,19,T
1582918436502069022,412,0,,42.337310791,-71.0868606567,-3.56100010872,328083.0,4689337.5,4.0,193356.40625,19,T
1582918436686521292,413,0,,42.3373069763,-71.0868682861,-3.54399991035,328082.8125,4689337.5,4.0,193356.59375,19,T
1582918436887510147,414,0,,42.3373069763,-71.0868682861,-3.52200007439,328082.625,4689337.5,4.0,193356.796875,19,T
1582918437101452689,415,0,,42.3373069763,-71.0868682861,-3.5720000267,328082.46875,4689337.0,4.0,193357.0,19,T
1582918437295414101,416,0,,42.3373031616,-71.0868759155,-3.55100011826,328082.3125,4689337.0,4.0,193357.203125,19,T
1582918437491027970,417,0,,42.3373031616,-71.0868759155,-3.54200005531,328082.125,4689337.0,4.0,193357.40625,19,T
1582918437691926512,418,0,,42.3373031616,-71.0868759155,-3.54399991035,328081.96875,4689336.5,4.0,193357.59375,19,T
1582918437901340794,419,0,,42.3372993469,-71.0868759155,-3.54600000381,328081.8125,4689336.5,4.0,193357.796875,19,T
1582918438095888102,420,0,,42.3372993469,-71.0868835449,-3.53399991989,328081.65625,4689336.5,4.0,193358.0,19,T
1582918438294280613,421,0,,42.3372993469,-71.0868835449,-3.56100010872,328081.5,4689336.0,4.0,193358.203125,19,T
1582918438498066736,422,0,,42.3372955322,-71.0868835449,-3.52999997139,328081.375,4689336.0,4.0,193358.40625,19,T
1582918438685605235,423,0,,42.3372955322,-71.0868835449,-3.52300000191,328081.25,4689336.0,4.0,193358.59375,19,T
1582918438893895185,424,0,,42.3372955322,-71.0868835449,-3.54500007629,328081.09375,4689336.0,4.0,193358.796875,19,T
1582918439089187366,425,0,,42.3372917175,-71.0868911743,-3.48900008202,328080.90625,4689335.5,4.0,193359.0,19,T
1582918439289665755,426,0,,42.3372917175,-71.0868911743,-3.4960000515,328080.78125,4689335.5,4.0,193359.203125,19,T
1582918439490790032,427,0,,42.3372879028,-71.0868911743,-3.54600000381,328080.625,4689335.5,4.0,193359.40625,19,T
1582918439686038939,428,0,,42.3372879028,-71.0868911743,-3.66300010681,328080.5625,4689335.0,5.0,193359.59375,19,T
1582918439894893821,429,0,,42.3372879028,-71.0868988037,-3.62199997902,328080.40625,4689335.0,5.0,193359.796875,19,T
1582918440094392407,430,0,,42.3372840881,-71.0868988037,-3.65199995041,328080.28125,4689335.0,5.0,193400.0,19,T
1582918440292371113,431,0,,42.3372840881,-71.0868988037,-3.65000009537,328080.125,4689335.0,5.0,193400.203125,19,T
1582918440490495887,432,0,,42.3372840881,-71.0868988037,-3.61599993706,328079.96875,4689334.5,5.0,193400.40625,19,T
1582918440697814066,433,0,,42.3372802734,-71.0868988037,-3.6779999733,328079.84375,4689334.5,5.0,193400.59375,19,T
1582918440897206663,434,0,,42.3372802734,-71.0869064331,-3.68600010872,328079.71875,4689334.5,5.0,193400.796875,19,T
1582918441092966453,435,0,,42.3372802734,-71.0869064331,-3.68300008774,328079.59375,4689334.0,5.0,193401.0,19,T
1582918441302065181,436,0,,42.3372764587,-71.0869064331,-3.72300004959,328079.4375,4689334.0,5.0,193401.203125,19,T
1582918441495765224,437,0,,42.3372764587,-71.0869064331,-3.73300004005,328079.28125,4689334.0,5.0,193401.40625,19,T
1582918441693930441,438,0,,42.3372764587,-71.0869064331,-3.69499993324,328079.15625,4689334.0,5.0,193401.59375,19,T
1582918441896272749,439,0,,42.337272644,-71.0869140625,-3.75999999046,328079.0,4689333.5,5.0,193401.796875,19,T
1582918442098446258,440,0,,42.337272644,-71.0869140625,-3.77500009537,328078.84375,4689333.5,5.0,193402.0,19,T
1582918442289683288,441,0,,42.337272644,-71.0869140625,-3.75,328078.71875,4689333.5,5.0,193402.203125,19,T
